Player,Club,Age,Position,Nation,Value,Contract Years Left,League
Erik Durm,Eintracht Frankfurt,29,Defender,Germany,2250000,2,Bundesliga
Julian Ryerson,1.FC Union Berlin,23,Defender,Norway,2250000,2,Bundesliga
Jason,Valencia CF,27,attack,Spain,2250000,1,La Liga
Lilian Brassier,Stade Brestois 29,21,Defender,France,2250000,fail,Ligue 1
Alfonso Espino,Cádiz CF,29,Defender,Uruguay,2250000,2,La Liga
Levin Öztunali,1.FC Union Berlin,25,midfield,Germany,2250000,fail,Bundesliga
Yassine Benrahou,Nîmes Olympique,22,midfield,Morocco,2250000,2,Ligue 1
Masaya Okugawa,Arminia Bielefeld,25,attack,Japan,2250000,3,Bundesliga
Genki Haraguchi,1.FC Union Berlin,30,midfield,Japan,2250000,fail,Bundesliga
Rodrigo Zalazar,FC Schalke 04,22,midfield,Uruguay,2250000,1,Bundesliga
Pawel Wszolek,1.FC Union Berlin,29,attack,Poland,2250000,fail,Bundesliga
Joakim Nilsson,Arminia Bielefeld,27,Defender,Sweden,2250000,1,Bundesliga
Nemanja Radoja,Levante UD,28,midfield,Serbia,2250000,1,La Liga
Florian Sotoca,RC Lens,30,attack,France,2250000,2,Ligue 1
Frederik Rönnow,1.FC Union Berlin,29,Goalkeeper,Denmark,2250000,3,Bundesliga
Chris Führich,VfB Stuttgart,23,attack,Germany,2250000,4,Bundesliga
Massadio Haidara,RC Lens,28,Defender,Mali,2250000,2,Ligue 1
Mark Flekken,SC Freiburg,28,Goalkeeper,Netherlands,2250000,fail,Bundesliga
Nicolas Höfler,SC Freiburg,31,midfield,Germany,2250000,fail,Bundesliga
Caoimhin Kelleher,Liverpool FC,22,Goalkeeper,Ireland,2250000,5,Premier League
Juanmi,Real Betis Balompié,28,attack,Spain,2250000,3,La Liga
Alberto Moreno,Villarreal CF,29,Defender,Spain,2250000,3,La Liga
Julien Laporte,FC Lorient,27,Defender,France,2250000,2,Ligue 1
Pascal Stenzel,VfB Stuttgart,25,Defender,Germany,2250000,3,Bundesliga
Thiago Galhardo,Celta de Vigo,32,attack,Brazil,2250000,1,La Liga
Roberto Massimo,VfB Stuttgart,20,midfield,Germany,2250000,2,Bundesliga
Kyle Bartley,West Bromwich Albion,30,Defender,England,2250000,2,Premier League
Erik Thommy,VfB Stuttgart,27,midfield,Germany,2250000,1,Bundesliga
Moussa Konaté,Dijon FCO,28,attack,Senegal,2250000,2,Ligue 1
Jake Livermore,West Bromwich Albion,31,midfield,England,2250000,1,Premier League
Esteban Burgos,SD Eibar,29,Defender,Argentina,2250000,1,La Liga
Pape Cheikh,Olympique Lyon,24,midfield,Senegal,2250000,1,Ligue 1
Marcus Bettinelli,Chelsea FC,29,Goalkeeper,England,2250000,2,Premier League
Miguel Baeza,Celta de Vigo,21,midfield,Spain,2250000,4,La Liga
Alexandre Oukidja,FC Metz,33,Goalkeeper,Algeria,2250000,2,Ligue 1
Dale Stephens,Burnley FC,32,midfield,England,2250000,1,Premier League
Joel Ward,Crystal Palace,31,Defender,England,2250000,2,Premier League
Ryan Fredericks,West Ham United,28,Defender,England,2250000,1,Premier League
Toni Villa,Real Valladolid CF,26,attack,Spain,2250000,2,La Liga
Gianluca Frabotta,Hellas Verona,22,Defender,Italy,2250000,1,Serie A
Antonio Candreva,UC Sampdoria,34,midfield,Italy,2250000,3,Serie A
Ignacio Ramírez,AS Saint-Étienne,24,attack,Uruguay,2250000,1,Ligue 1
Maxence Rivera,AS Saint-Étienne,19,attack,France,2250000,3,Ligue 1
Haris Belkebla,Stade Brestois 29,27,midfield,Algeria,2250000,2,Ligue 1
Daniel Bessa,Hellas Verona,28,midfield,Italy,2250000,1,Serie A
Quentin Boisgard,FC Lorient,24,midfield,France,2250000,2,Ligue 1
Gideon Mensah,FC Girondins Bordeaux,23,Defender,Ghana,2250000,1,Ligue 1
Saïdou Sow,AS Saint-Étienne,19,Defender,Guinea,2250000,5,Ligue 1
Mehdi Zerkane,FC Girondins Bordeaux,22,attack,Algeria,2250000,3,Ligue 1
Bruno Jordão,Wolverhampton Wanderers,22,midfield,Portugal,2250000,3,Premier League
Diego Farias,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",31,attack,Brazil,2250000,1,UNKNOWN
Matthieu Udol,FC Metz,25,Defender,France,2250000,3,Ligue 1
Antonin Bobichon,SCO Angers,25,midfield,France,2250000,2,Ligue 1
Laurent Abergel,FC Lorient,28,midfield,France,2250000,4,Ligue 1
Yunis Abdelhamid,Stade Reims,33,Defender,Morocco,2250000,1,Ligue 1
Souleyman Doumbia,SCO Angers,24,Defender,Cote d'Ivoire,2250000,2,Ligue 1
Alessandro Buongiorno,Torino FC,22,Defender,Italy,2250000,3,Serie A
Jean-Kévin Augustin,FC Nantes,24,attack,France,2250000,1,Ligue 1
Emmanuel Gyasi,Spezia Calcio,27,attack,Ghana,2250000,2,Serie A
Osman Bukari,FC Nantes,22,attack,Ghana,2250000,1,Ligue 1
Salvatore Sirigu,Genoa CFC,34,Goalkeeper,Italy,2250000,1,Serie A
Jean-Charles Castelletto,FC Nantes,26,Defender,Cameroon,2250000,2,Ligue 1
Ivan Provedel,Spezia Calcio,27,Goalkeeper,Italy,2250000,1,Serie A
Kévin N'Doram,FC Metz,25,midfield,France,2250000,3,Ligue 1
James Tomkins,Crystal Palace,32,Defender,England,2250000,1,Premier League
Marshall Munetsi,Stade Reims,25,midfield,Zimbabwe,2250000,3,Ligue 1
Josep Martínez,RB Leipzig,23,Goalkeeper,Spain,2250000,3,Bundesliga
Riccardo Calafiori,AS Roma,19,Defender,Italy,2250000,4,Serie A
Jonas Martin,Stade Rennais FC,31,midfield,France,2250000,1,Ligue 1
Davide Biraschi,Genoa CFC,27,Defender,Italy,2250000,3,Serie A
Felix Passlack,Borussia Dortmund,23,Defender,Germany,2250000,2,Bundesliga
Stéphane Diarra,FC Lorient,22,attack,Cote d'Ivoire,2250000,4,Ligue 1
Roque Mesa,Real Valladolid CF,32,midfield,Spain,2250000,2,La Liga
Angelo Ogbonna,West Ham United,33,Defender,Italy,2250000,1,Premier League
Mihailo Ristic,Montpellier HSC,25,midfield,Serbia,2250000,1,Ligue 1
Charalampos Lykogiannis,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",27,Defender,Greece,2250000,1,UNKNOWN
Mattia Destro,Genoa CFC,30,attack,Italy,2250000,1,Serie A
Mitchell van Bergen,Stade Reims,22,attack,Netherlands,2160000,fail,Ligue 1
Dogan Alemdar,Stade Rennais FC,18,Goalkeeper,Turkey,2160000,5,Ligue 1
Manuel Gulde,SC Freiburg,30,Defender,Germany,2160000,fail,Bundesliga
Adrian Semper,Genoa CFC,23,Goalkeeper,Croatia,2070000,4,Serie A
Mehdi Bourabia,Spezia Calcio,30,midfield,Morocco,2070000,1,Serie A
Adrián Bernabé,Parma Calcio 1913,20,midfield,Spain,2070000,3,Serie A
Dimitrios Nikolaou,Spezia Calcio,23,Defender,Greece,2070000,5,Serie A
Sikou Niakaté,FC Metz,22,Defender,France,1980000,1,Ligue 1
Stefan Mitrovic,Getafe CF,31,Defender,Serbia,1980000,3,La Liga
Víctor Ruiz,Real Betis Balompié,32,Defender,Spain,1980000,2,La Liga
Edgar Méndez,Deportivo Alavés,31,attack,Spain,1980000,1,La Liga
Wladimiro Falcone,UC Sampdoria,26,Goalkeeper,Italy,1980000,3,Serie A
Francesco Cassata,Genoa CFC,24,midfield,Italy,1980000,fail,Serie A
Ryad Boudebouz,AS Saint-Étienne,31,midfield,Algeria,1980000,1,Ligue 1
Jordan Lukaku,SS Lazio,27,Defender,Belgium,1980000,1,Serie A
Anthony Lozano,Cádiz CF,28,attack,Honduras,1980000,2,La Liga
Cristiano Piccini,Valencia CF,28,Defender,Italy,1980000,1,La Liga
Etrit Berisha,Torino FC,32,Goalkeeper,Albania,1980000,3,Serie A
Ambroise Oyongo,Montpellier HSC,30,Defender,Cameroon,1980000,1,Ligue 1
Juan Cruz Armada,CA Osasuna,29,Defender,Spain,1980000,2,La Liga
Lucas Torró,CA Osasuna,27,midfield,Spain,1980000,3,La Liga
Fidel,Elche CF,31,attack,Spain,1800000,1,La Liga
Marvin Ducksch,SV Werder Bremen,27,attack,Germany,1800000,3,Bundesliga
Louis Schaub,1. FC Köln,26,midfield,Austria,1800000,1,Bundesliga
André Anderson,SS Lazio,21,midfield,Italy,1800000,2,Serie A
Ionut Nedelcearu,FC Crotone,25,Defender,Romania,1800000,3,Serie A
Renaud Emond,FC Nantes,29,attack,Belgium,1800000,1,Ligue 1
Charles Traoré,FC Nantes,29,Defender,Mali,1800000,2,Ligue 1
Loris Karius,Liverpool FC,28,Goalkeeper,Germany,1800000,1,Premier League
Kalifa Coulibaly,FC Nantes,30,attack,Mali,1800000,1,Ligue 1
Félix Correia,Parma Calcio 1913,20,attack,Portugal,1800000,1,Serie A
Thomas Ouwejan,FC Schalke 04,24,midfield,Netherlands,1800000,1,Bundesliga
Bryan Soumaré,Dijon FCO,22,midfield,France,1800000,3,Ligue 1
Godfred Donsah,FC Crotone,25,midfield,Ghana,1800000,2,Serie A
Sebastian Vasiliadis,Arminia Bielefeld,23,midfield,Greece,1800000,3,Bundesliga
Nahuel Estévez,FC Crotone,25,midfield,Argentina,1800000,1,Serie A
Stefano Okaka,Udinese Calcio,32,attack,Italy,1800000,1,Serie A
Milan Badelj,Genoa CFC,32,midfield,Croatia,1800000,2,Serie A
Przemyslaw Frankowski,RC Lens,26,attack,Poland,1800000,5,Ligue 1
Rubén Yáñez,Getafe CF,27,Goalkeeper,Spain,1800000,2,La Liga
Fernandinho,Manchester City,36,midfield,Brazil,1800000,1,Premier League
Anthony Limbombe,FC Nantes,27,attack,Belgium,1800000,2,Ligue 1
Sébastien Corchia,FC Nantes,30,Defender,France,1800000,2,Ligue 1
Omar Marmoush,VfB Stuttgart,22,attack,Egypt,1800000,1,Bundesliga
Paul Jaeckel,1.FC Union Berlin,23,Defender,Germany,1800000,fail,Bundesliga
Stefan Bell,1.FSV Mainz 05,30,Defender,Germany,1800000,2,Bundesliga
Daniel Ginczek,VfL Wolfsburg,30,attack,Germany,1800000,1,Bundesliga
Óscar de Marcos,Athletic Bilbao,32,Defender,Spain,1800000,1,La Liga
Finn Dahmen,1.FSV Mainz 05,23,Goalkeeper,Germany,1800000,2,Bundesliga
Johan Mojica,Elche CF,29,Defender,Colombia,1800000,3,La Liga
Diego Falcinelli,Bologna FC 1909,30,attack,Italy,1800000,1,Serie A
Allan Nyom,Getafe CF,33,Defender,Cameroon,1800000,1,La Liga
Alexander Hack,1.FSV Mainz 05,27,Defender,Germany,1800000,3,Bundesliga
Aleksa Terzic,ACF Fiorentina,22,Defender,Serbia,1800000,3,Serie A
Florin Andone,Cádiz CF,28,attack,Romania,1800000,1,La Liga
Mark Noble,West Ham United,34,midfield,England,1800000,1,Premier League
Daniel Caligiuri,FC Augsburg,33,attack,Italy,1800000,2,Bundesliga
Fredrik Jensen,FC Augsburg,23,midfield,Finland,1800000,2,Bundesliga
Paolo Faragò,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",28,Defender,Italy,1800000,1,UNKNOWN
Mikel Vesga,Athletic Bilbao,28,midfield,Spain,1800000,3,La Liga
Raphael Framberger,FC Augsburg,25,Defender,Germany,1800000,3,Bundesliga
Sofiane Alakouch,FC Metz,23,Defender,Morocco,1800000,4,Ligue 1
Dimitrije Kamenovic,SS Lazio,21,Defender,Serbia,1800000,5,Serie A
Gaetano Letizia,Benevento Calcio,31,Defender,Italy,1800000,1,Serie A
Étienne Capoue,Villarreal CF,33,midfield,France,1800000,2,La Liga
Roberto Insigne,Benevento Calcio,27,attack,Italy,1800000,1,Serie A
Thomas Monconduit,FC Lorient,30,midfield,France,1800000,2,Ligue 1
Tobias Strobl,FC Augsburg,31,midfield,Germany,1800000,2,Bundesliga
Lars Lukas Mai,SV Werder Bremen,21,Defender,Germany,1800000,1,Bundesliga
Jimmy Cabot,SCO Angers,27,attack,France,1800000,2,Ligue 1
Atakan Karazor,VfB Stuttgart,24,midfield,Germany,1800000,2,Bundesliga
Aimen Moueffek,AS Saint-Étienne,20,midfield,France,1800000,3,Ligue 1
Martín Montoya,Real Betis Balompié,30,Defender,Spain,1800000,3,La Liga
Kamil Glik,Benevento Calcio,33,Defender,Poland,1800000,2,Serie A
Enzo Roco,Elche CF,29,Defender,Chile,1800000,2,La Liga
Aitor Ruibal,Real Betis Balompié,25,attack,Spain,1800000,4,La Liga
Jeroen Zoet,Spezia Calcio,30,Goalkeeper,Netherlands,1800000,1,Serie A
Yannik Keitel,SC Freiburg,21,midfield,Germany,1800000,3,Bundesliga
Bryan Lasme,Arminia Bielefeld,22,attack,France,1800000,4,Bundesliga
Kristoffer Klaesson,Leeds United,20,Goalkeeper,Norway,1800000,4,Premier League
Janni Serra,Arminia Bielefeld,23,attack,Germany,1800000,4,Bundesliga
Amine Bassi,FC Metz,23,midfield,Morocco,1800000,4,Ligue 1
Ebrima Darboe,AS Roma,20,midfield,The Gambia,1800000,2,Serie A
Vicente Guaita,Crystal Palace,34,Goalkeeper,Spain,1800000,2,Premier League
Patrick Burner,Nîmes Olympique,25,Defender,Martinique,1800000,3,Ligue 1
Jordan Beyer,Borussia Mönchengladbach,21,Defender,Germany,1800000,1,Bundesliga
Steve Mandanda,Olympique Marseille,36,Goalkeeper,France,1800000,3,Ligue 1
Jack Butland,Crystal Palace,28,Goalkeeper,England,1800000,2,Premier League
Joe Scally,Borussia Mönchengladbach,18,Defender,United States,1800000,fail,Bundesliga
Chris Basham,Sheffield United,33,Defender,England,1800000,1,Premier League
Kevin-Prince Boateng,Hertha BSC,34,midfield,Ghana,1800000,1,Bundesliga
Damien Da Silva,Olympique Lyon,33,Defender,France,1800000,2,Ligue 1
Juan Jesus,SSC Napoli,30,Defender,Brazil,1800000,1,Serie A
Ricardo Rodríguez,Torino FC,29,Defender,Switzerland,1800000,3,Serie A
Jack Robinson,Sheffield United,28,Defender,England,1800000,1,Premier League
Jordan Hugill,West Bromwich Albion,29,attack,England,1800000,1,Premier League
Stefan Radu,SS Lazio,34,Defender,Romania,1800000,1,Serie A
Kenneth Zohore,West Bromwich Albion,27,attack,Denmark,1800000,2,Premier League
Pelé,AS Monaco,29,midfield,Guinea-Bissau,1800000,2,Ligue 1
Cristian Ansaldi,Torino FC,34,Defender,Argentina,1800000,1,Serie A
Lukas Klünter,Hertha BSC,25,Defender,Germany,1800000,1,Bundesliga
Evann Guessand,OGC Nice,20,attack,France,1800000,5,Ligue 1
Ben Osborn,Sheffield United,27,midfield,England,1800000,1,Premier League
Luke Freeman,Sheffield United,29,midfield,England,1800000,1,Premier League
Tomás Rincón,Torino FC,33,midfield,Venezuela,1800000,1,Serie A
Jorge Pulido,SD Huesca,30,Defender,Spain,1800000,1,La Liga
Baptiste Reynet,Dijon FCO,30,Goalkeeper,France,1800000,3,Ligue 1
Hianga'a Mbock,Stade Brestois 29,21,midfield,France,1800000,3,Ligue 1
Steven Sessegnon,Fulham FC,21,Defender,England,1800000,1,Premier League
Lenny Pintor,Olympique Lyon,21,attack,France,1800000,2,Ligue 1
Guido Carrillo,Elche CF,30,attack,Argentina,1800000,1,La Liga
Conor Townsend,West Bromwich Albion,28,Defender,England,1800000,3,Premier League
Luan Peres,Olympique Marseille,27,Defender,Brazil,1800000,4,Ligue 1
Nathan Tella,Southampton FC,22,attack,England,1800000,2,Premier League
Nacho Vidal,CA Osasuna,26,Defender,Spain,1800000,4,La Liga
Tudor Baluta,Brighton &amp; Hove Albion,22,midfield,Romania,1800000,1,Premier League
Edoardo Goldaniga,US Sassuolo,27,Defender,Italy,1800000,1,Serie A
Moussa Doumbia,Stade Reims,27,attack,Mali,1800000,1,Ligue 1
Jordi Masip,Real Valladolid CF,32,Goalkeeper,Spain,1800000,1,La Liga
Jorge Miramón,Levante UD,32,Defender,Spain,1800000,1,La Liga
Luca Ceppitelli,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",32,Defender,Italy,1800000,1,UNKNOWN
Léo Sena,Spezia Calcio,25,midfield,Brazil,1800000,3,Serie A
Adam Forshaw,Leeds United,29,midfield,England,1800000,1,Premier League
Sanjin Prcic,RC Strasbourg Alsace,27,midfield,Bosnia-Herzegovina,1800000,1,Ligue 1
Édgar Badía,Elche CF,29,Goalkeeper,Spain,1800000,1,La Liga
Yan Eteki,Granada CF,24,midfield,Cameroon,1800000,1,La Liga
Will Smallbone,Southampton FC,21,midfield,Ireland,1800000,3,Premier League
Kiernan Dewsbury-Hall,"All information about Leicester (Premier League) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",22,midfield,England,1800000,3,UNKNOWN
Salvi Sánchez,Cádiz CF,30,attack,Spain,1800000,1,La Liga
Diego Godín,"All information about Cagliari Calcio (Serie A) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",35,Defender,Uruguay,1800000,2,UNKNOWN
James McArthur,Crystal Palace,33,midfield,Scotland,1800000,1,Premier League
Lebo Mothiba,RC Strasbourg Alsace,25,attack,South Africa,1800000,2,Ligue 1
Majeed Waris,RC Strasbourg Alsace,29,attack,Ghana,1800000,1,Ligue 1
Davide Santon,AS Roma,30,Defender,Italy,1800000,1,Serie A
Zidan Sertdemir,Bayer 04 Leverkusen,16,midfield,Denmark,1800000,3,Bundesliga
Marco Sportiello,Atalanta BC,29,Goalkeeper,Italy,1800000,1,Serie A
Stefano Sabelli,Genoa CFC,28,Defender,Italy,1710000,4,Serie A
Gabriel Gudmundsson,LOSC Lille,22,Defender,Sweden,1620000,5,Ligue 1
Carlos Bacca,Granada CF,34,attack,Colombia,1620000,1,La Liga
Darko Brasanac,CA Osasuna,29,midfield,Serbia,1620000,2,La Liga
Florian Miguel,SD Huesca,25,Defender,France,1620000,2,La Liga
Alex Ferrari,UC Sampdoria,27,Defender,Italy,1620000,4,Serie A
Miguel Trauco,AS Saint-Étienne,29,Defender,Peru,1620000,1,Ligue 1
Timo Hübers,1. FC Köln,25,Defender,Germany,1620000,2,Bundesliga
Pere Milla,Elche CF,28,attack,Spain,1620000,1,La Liga
Manuel Prietl,Arminia Bielefeld,30,midfield,Austria,1620000,3,Bundesliga
Paul Nardi,FC Lorient,27,Goalkeeper,France,1620000,2,Ligue 1
Ragnar Ache,Eintracht Frankfurt,23,attack,Germany,1620000,4,Bundesliga
Niccolò Zanellato,FC Crotone,23,midfield,Italy,1620000,fail,Serie A
Nikola Vukcevic,Levante UD,29,midfield,Montenegro,1620000,1,La Liga
Thomas Delaine,FC Metz,29,Defender,France,1620000,1,Ligue 1
Romain Thomas,SCO Angers,33,Defender,France,1620000,1,Ligue 1
Isaac Success,Udinese Calcio,25,attack,Nigeria,1620000,3,Serie A
Dennis Appiah,FC Nantes,29,Defender,France,1620000,2,Ligue 1
Lucas Perrin,RC Strasbourg Alsace,22,Defender,France,1620000,1,Ligue 1
Koffi Djidji,Torino FC,28,Defender,Cote d'Ivoire,1620000,2,Serie A
Ajdin Hrustic,Eintracht Frankfurt,25,midfield,Australia,1620000,2,Bundesliga
Marçal,Wolverhampton Wanderers,32,Defender,Brazil,1620000,1,Premier League
Artur Ionita,Benevento Calcio,31,midfield,Moldova,1620000,2,Serie A
Daniel Didavi,VfB Stuttgart,31,midfield,Germany,1620000,1,Bundesliga
Fábio,FC Nantes,31,Defender,Brazil,1620000,1,Ligue 1
Ximo Navarro,Deportivo Alavés,31,Defender,Spain,1620000,1,La Liga
Naouirou Ahamada,VfB Stuttgart,19,midfield,France,1620000,4,Bundesliga
Jon Guridi,Real Sociedad,26,midfield,Spain,1620000,3,La Liga
Enrico Del Prato,Parma Calcio 1913,21,Defender,Italy,1530000,1,Serie A
Riccardo Saponara,ACF Fiorentina,29,midfield,Italy,1530000,1,Serie A
Kingsley Ehizibue,1. FC Köln,26,Defender,Nigeria,1530000,2,Bundesliga
Stefan Ilsanker,Eintracht Frankfurt,32,midfield,Austria,1530000,1,Bundesliga
Luis Rojas,FC Crotone,19,midfield,Chile,1530000,3,Serie A
Yerson Mosquera,Wolverhampton Wanderers,20,Defender,Colombia,1530000,5,Premier League
Marwin Hitz,Borussia Dortmund,33,Goalkeeper,Switzerland,1530000,2,Bundesliga
Andreas Voglsammer,1.FC Union Berlin,29,attack,Germany,1530000,fail,Bundesliga
Marius Bülter,FC Schalke 04,28,attack,Germany,1530000,3,Bundesliga
Kasim Adams,TSG 1899 Hoffenheim,26,Defender,Ghana,1530000,2,Bundesliga
Cedric Teuchert,1.FC Union Berlin,24,attack,Germany,1530000,2,Bundesliga
Yassine Benzia,Dijon FCO,26,midfield,Algeria,1440000,2,Ligue 1
Corentin Jean,RC Lens,26,attack,France,1440000,2,Ligue 1
Farid El Melali,SCO Angers,24,attack,Algeria,1440000,2,Ligue 1
Lorenzo De Silvestri,Bologna FC 1909,33,Defender,Italy,1350000,1,Serie A
Andrés Andrade,Arminia Bielefeld,22,Defender,Panama,1350000,1,Bundesliga
Sava-Arangel Cestic,1. FC Köln,20,Defender,Serbia,1350000,3,Bundesliga
Tomas Koubek,FC Augsburg,29,Goalkeeper,Czech Republic,1350000,3,Bundesliga
Anthony Modeste,1. FC Köln,33,attack,France,1350000,2,Bundesliga
José Fonte,LOSC Lille,37,Defender,Portugal,1350000,1,Ligue 1
Léo Leroy,Montpellier HSC,21,midfield,France,1350000,4,Ligue 1
Nacho Monreal,Real Sociedad,35,Defender,Spain,1350000,1,La Liga
Nicolas Pallois,FC Nantes,33,Defender,France,1350000,1,Ligue 1
Giorgio Chiellini,Juventus FC,37,Defender,Italy,1350000,2,Serie A
Álex Blanco,Valencia CF,22,attack,Spain,1350000,1,La Liga
Alessandro Plizzari,AC Milan,21,Goalkeeper,Italy,1350000,2,Serie A
Alessandro Schöpf,Arminia Bielefeld,27,midfield,Austria,1350000,2,Bundesliga
Nico Williams,Athletic Bilbao,19,attack,Spain,1350000,fail,La Liga
Lukasz Fabianski,West Ham United,36,Goalkeeper,Poland,1350000,1,Premier League
Vincent Pajot,FC Metz,31,midfield,France,1350000,1,Ligue 1
Darren Randolph,West Ham United,34,Goalkeeper,Ireland,1350000,2,Premier League
Winston Reid,West Ham United,33,Defender,New Zealand,1350000,2,Premier League
Paul Akouokou,Real Betis Balompié,23,midfield,Cote d'Ivoire,1350000,3,La Liga
Santiago Muñoz,"All information about Newcastle (Premier League) ➤ current squad with market values ➤ transfers ➤ rumours ➤ player stats ➤ fixtures ➤ news"" name=""description""/>",19,attack,Mexico,1350000,1,UNKNOWN
Dani Vivian,Athletic Bilbao,22,Defender,Spain,1350000,2,La Liga
